"id";"created_at";"respuesta";"updated_at";"question_id";"user_id"
"99";"2025-05-06 21:01:11,572467";"Contaduría Pública";"2025-05-06 21:01:11,572467";"3";"1"
"100";"2025-05-06 21:01:17,941010";"18";"2025-05-06 21:01:17,941010";"1";"1"
"101";"2025-05-06 21:01:18,186408";"Femenino";"2025-05-06 21:01:18,186408";"2";"1"
"102";"2025-05-06 21:01:18,393073";"Ingeniería de Sistemas";"2025-05-06 21:01:18,393073";"3";"1"
"103";"2025-05-06 21:01:25,101184";"21";"2025-05-06 21:01:25,101184";"1";"1"
"104";"2025-05-06 21:01:25,389724";"Masculino";"2025-05-06 21:01:25,389724";"2";"1"
"105";"2025-05-06 21:01:25,606170";"Ingeniería Industrial";"2025-05-06 21:01:25,606170";"3";"1"
"106";"2025-05-06 21:01:31,995312";"22";"2025-05-06 21:01:31,995312";"1";"1"
"107";"2025-05-06 21:01:32,212123";"Masculino";"2025-05-06 21:01:32,212123";"2";"1"
"108";"2025-05-06 21:01:32,418379";"Administración de Empresas";"2025-05-06 21:01:32,418379";"3";"1"
"109";"2025-05-06 21:01:38,791464";"26";"2025-05-06 21:01:38,791464";"1";"1"
"110";"2025-05-06 21:01:39,004662";"Masculino";"2025-05-06 21:01:39,004662";"2";"1"
"111";"2025-05-06 21:01:39,232291";"Ingeniería Industrial";"2025-05-06 21:01:39,232291";"3";"1"
"112";"2025-05-06 21:01:45,751610";"22";"2025-05-06 21:01:45,751610";"1";"1"
"113";"2025-05-06 21:01:45,969735";"Femenino";"2025-05-06 21:01:45,969735";"2";"1"
"114";"2025-05-06 21:01:46,178909";"Ingeniería Electrónica";"2025-05-06 21:01:46,178909";"3";"1"
"115";"2025-05-06 21:01:52,576384";"22";"2025-05-06 21:01:52,576384";"1";"1"
"116";"2025-05-06 21:01:52,795811";"No binario";"2025-05-06 21:01:52,795811";"2";"1"
"117";"2025-05-06 21:01:53,001782";"Contaduría Pública";"2025-05-06 21:01:53,001782";"3";"1"
"118";"2025-05-06 21:01:59,470191";"24";"2025-05-06 21:01:59,470191";"1";"1"
"119";"2025-05-06 21:01:59,687131";"No binario";"2025-05-06 21:01:59,688967";"2";"1"
"120";"2025-05-06 21:01:59,973685";"Contaduría Pública";"2025-05-06 21:01:59,973685";"3";"1"
"121";"2025-05-06 21:02:06,490270";"26";"2025-05-06 21:02:06,490270";"1";"1"
"122";"2025-05-06 21:02:06,728630";"Masculino";"2025-05-06 21:02:06,729859";"2";"1"
"123";"2025-05-06 21:02:06,943748";"Diseño Gráfico";"2025-05-06 21:02:06,943748";"3";"1"
"124";"2025-05-06 21:02:13,514251";"22";"2025-05-06 21:02:13,514251";"1";"1"
"125";"2025-05-06 21:02:13,745414";"No binario";"2025-05-06 21:02:13,745414";"2";"1"
"126";"2025-05-06 21:02:14,047136";"Administración de Empresas";"2025-05-06 21:02:14,048143";"3";"1"
"127";"2025-05-06 21:02:20,464609";"20";"2025-05-06 21:02:20,464609";"1";"1"
"128";"2025-05-06 21:02:20,662416";"Masculino";"2025-05-06 21:02:20,662416";"2";"1"
"129";"2025-05-06 21:02:20,886038";"Ingeniería Industrial";"2025-05-06 21:02:20,886038";"3";"1"
"130";"2025-05-06 21:02:27,366538";"22";"2025-05-06 21:02:27,366538";"1";"1"
"131";"2025-05-06 21:02:27,582180";"No binario";"2025-05-06 21:02:27,583189";"2";"1"
"132";"2025-05-06 21:02:27,803036";"Contaduría Pública";"2025-05-06 21:02:27,803036";"3";"1"
"133";"2025-05-06 21:02:34,323955";"20";"2025-05-06 21:02:34,323955";"1";"1"
"134";"2025-05-06 21:02:34,542594";"Masculino";"2025-05-06 21:02:34,542594";"2";"1"
"135";"2025-05-06 21:02:34,769566";"Contaduría Pública";"2025-05-06 21:02:34,769566";"3";"1"
"136";"2025-05-06 21:02:41,242701";"24";"2025-05-06 21:02:41,243327";"1";"1"
"137";"2025-05-06 21:02:41,468543";"Femenino";"2025-05-06 21:02:41,470068";"2";"1"
"138";"2025-05-06 21:02:41,697168";"Ingeniería Industrial";"2025-05-06 21:02:41,697168";"3";"1"
"139";"2025-05-06 21:02:48,056310";"24";"2025-05-06 21:02:48,056310";"1";"1"
"140";"2025-05-06 21:02:48,255306";"Femenino";"2025-05-06 21:02:48,256325";"2";"1"
"141";"2025-05-06 21:02:48,479785";"Comunicación Social";"2025-05-06 21:02:48,479785";"3";"1"
"142";"2025-05-06 21:02:54,910875";"24";"2025-05-06 21:02:54,911431";"1";"1"
"143";"2025-05-06 21:02:55,116342";"Femenino";"2025-05-06 21:02:55,117343";"2";"1"
"144";"2025-05-06 21:02:55,367660";"Derecho";"2025-05-06 21:02:55,367660";"3";"1"
"145";"2025-05-06 21:03:01,791029";"22";"2025-05-06 21:03:01,791029";"1";"1"
"146";"2025-05-06 21:03:02,010532";"Femenino";"2025-05-06 21:03:02,010532";"2";"1"
"147";"2025-05-06 21:03:02,220779";"Administración de Empresas";"2025-05-06 21:03:02,220779";"3";"1"
"148";"2025-05-06 21:03:08,585217";"26";"2025-05-06 21:03:08,585217";"1";"1"
"149";"2025-05-06 21:03:08,794849";"Masculino";"2025-05-06 21:03:08,794849";"2";"1"
"150";"2025-05-06 21:03:09,004088";"Contaduría Pública";"2025-05-06 21:03:09,004088";"3";"1"
"151";"2025-05-06 21:03:15,338303";"23";"2025-05-06 21:03:15,339305";"1";"1"
"152";"2025-05-06 21:03:15,561280";"Masculino";"2025-05-06 21:03:15,561280";"2";"1"
"153";"2025-05-06 21:03:15,765016";"Ingeniería Industrial";"2025-05-06 21:03:15,765016";"3";"1"
"154";"2025-05-06 21:03:22,154411";"25";"2025-05-06 21:03:22,154411";"1";"1"
"155";"2025-05-06 21:03:22,357080";"Femenino";"2025-05-06 21:03:22,357080";"2";"1"
"156";"2025-05-06 21:03:22,576103";"Ingeniería Electrónica";"2025-05-06 21:03:22,576103";"3";"1"
"157";"2025-05-06 21:03:29,333382";"19";"2025-05-06 21:03:29,333382";"1";"1"
"158";"2025-05-06 21:03:29,573860";"Masculino";"2025-05-06 21:03:29,573860";"2";"1"
"159";"2025-05-06 21:03:29,835928";"Contaduría Pública";"2025-05-06 21:03:29,837450";"3";"1"
"160";"2025-05-06 21:03:36,291529";"25";"2025-05-06 21:03:36,291529";"1";"1"
"161";"2025-05-06 21:03:36,521209";"Masculino";"2025-05-06 21:03:36,521209";"2";"1"
"162";"2025-05-06 21:03:36,740928";"Medicina";"2025-05-06 21:03:36,740928";"3";"1"
"163";"2025-05-06 21:03:43,273599";"20";"2025-05-06 21:03:43,273599";"1";"1"
"164";"2025-05-06 21:03:43,502151";"Masculino";"2025-05-06 21:03:43,502151";"2";"1"
"165";"2025-05-06 21:03:43,727144";"Medicina";"2025-05-06 21:03:43,727144";"3";"1"
"166";"2025-05-06 21:03:50,186642";"22";"2025-05-06 21:03:50,186642";"1";"1"
"167";"2025-05-06 21:03:50,390939";"Masculino";"2025-05-06 21:03:50,391509";"2";"1"
"168";"2025-05-06 21:03:50,605214";"Contaduría Pública";"2025-05-06 21:03:50,605214";"3";"1"
"169";"2025-05-06 21:03:57,037073";"20";"2025-05-06 21:03:57,037073";"1";"1"
"170";"2025-05-06 21:03:57,285287";"Femenino";"2025-05-06 21:03:57,285287";"2";"1"
"171";"2025-05-06 21:03:57,512706";"Medicina";"2025-05-06 21:03:57,512706";"3";"1"
"172";"2025-05-06 21:04:03,993257";"18";"2025-05-06 21:04:03,993257";"1";"1"
"173";"2025-05-06 21:04:04,239439";"Masculino";"2025-05-06 21:04:04,239439";"2";"1"
"174";"2025-05-06 21:04:04,451423";"Medicina";"2025-05-06 21:04:04,451423";"3";"1"
"175";"2025-05-06 21:04:10,945888";"18";"2025-05-06 21:04:10,945888";"1";"1"
"176";"2025-05-06 21:04:11,217054";"Prefiero no decirlo";"2025-05-06 21:04:11,217054";"2";"1"
"177";"2025-05-06 21:04:11,502965";"Diseño Gráfico";"2025-05-06 21:04:11,502965";"3";"1"
"178";"2025-05-06 21:04:18,279665";"21";"2025-05-06 21:04:18,279665";"1";"1"
"179";"2025-05-06 21:04:18,535282";"Prefiero no decirlo";"2025-05-06 21:04:18,535282";"2";"1"
"180";"2025-05-06 21:04:18,768513";"Psicología";"2025-05-06 21:04:18,768513";"3";"1"
"181";"2025-05-06 21:04:25,597511";"24";"2025-05-06 21:04:25,597511";"1";"1"
"182";"2025-05-06 21:04:25,824629";"Masculino";"2025-05-06 21:04:25,824629";"2";"1"
"183";"2025-05-06 21:04:26,047476";"Psicología";"2025-05-06 21:04:26,047476";"3";"1"
"184";"2025-05-06 21:04:32,506524";"19";"2025-05-06 21:04:32,507095";"1";"1"
"185";"2025-05-06 21:04:32,721963";"Masculino";"2025-05-06 21:04:32,721963";"2";"1"
"186";"2025-05-06 21:04:32,989971";"Medicina";"2025-05-06 21:04:32,989971";"3";"1"
"187";"2025-05-06 21:04:39,369853";"25";"2025-05-06 21:04:39,369853";"1";"1"
"188";"2025-05-06 21:04:39,581796";"Masculino";"2025-05-06 21:04:39,581796";"2";"1"
"189";"2025-05-06 21:04:39,795286";"Administración de Empresas";"2025-05-06 21:04:39,795286";"3";"1"
"190";"2025-05-06 21:04:46,125732";"26";"2025-05-06 21:04:46,125732";"1";"1"
"191";"2025-05-06 21:04:46,330441";"Femenino";"2025-05-06 21:04:46,330441";"2";"1"
"192";"2025-05-06 21:04:46,534047";"Ingeniería Electrónica";"2025-05-06 21:04:46,534047";"3";"1"
"193";"2025-05-06 21:04:53,559771";"22";"2025-05-06 21:04:53,559771";"1";"1"
"194";"2025-05-06 21:04:53,832321";"Femenino";"2025-05-06 21:04:53,832321";"2";"1"
"195";"2025-05-06 21:04:54,065669";"Ingeniería de Sistemas";"2025-05-06 21:04:54,065669";"3";"1"
"196";"2025-05-06 21:05:00,567249";"19";"2025-05-06 21:05:00,567249";"1";"1"
"197";"2025-05-06 21:05:00,778508";"Femenino";"2025-05-06 21:05:00,778508";"2";"1"
"198";"2025-05-06 21:05:00,981973";"Ingeniería de Sistemas";"2025-05-06 21:05:00,981973";"3";"1"
"199";"2025-05-06 21:05:07,383451";"23";"2025-05-06 21:05:07,383451";"1";"1"
"200";"2025-05-06 21:05:07,623995";"No binario";"2025-05-06 21:05:07,623995";"2";"1"
"201";"2025-05-06 21:05:07,878162";"Ingeniería Electrónica";"2025-05-06 21:05:07,878162";"3";"1"
"202";"2025-05-06 21:05:14,252349";"18";"2025-05-06 21:05:14,252349";"1";"1"
"203";"2025-05-06 21:05:14,458021";"Femenino";"2025-05-06 21:05:14,458021";"2";"1"
"204";"2025-05-06 21:05:14,667597";"Administración de Empresas";"2025-05-06 21:05:14,667597";"3";"1"
"205";"2025-05-06 21:05:21,084169";"22";"2025-05-06 21:05:21,084169";"1";"1"
"206";"2025-05-06 21:05:21,293293";"Masculino";"2025-05-06 21:05:21,293293";"2";"1"
"207";"2025-05-06 21:05:21,519777";"Psicología";"2025-05-06 21:05:21,519777";"3";"1"
"208";"2025-05-06 21:05:27,942914";"21";"2025-05-06 21:05:27,942914";"1";"1"
"209";"2025-05-06 21:05:28,158195";"Femenino";"2025-05-06 21:05:28,158195";"2";"1"
"210";"2025-05-06 21:05:28,365620";"Psicología";"2025-05-06 21:05:28,365620";"3";"1"
"211";"2025-05-06 21:05:34,746380";"22";"2025-05-06 21:05:34,746380";"1";"1"
"212";"2025-05-06 21:05:34,952617";"Masculino";"2025-05-06 21:05:34,952617";"2";"1"
"213";"2025-05-06 21:05:35,161658";"Administración de Empresas";"2025-05-06 21:05:35,161658";"3";"1"
"214";"2025-05-06 21:05:41,525587";"21";"2025-05-06 21:05:41,525587";"1";"1"
"215";"2025-05-06 21:05:41,733191";"Femenino";"2025-05-06 21:05:41,733191";"2";"1"
"216";"2025-05-06 21:05:41,952819";"Ingeniería Industrial";"2025-05-06 21:05:41,952819";"3";"1"
"217";"2025-05-06 21:05:48,293501";"24";"2025-05-06 21:05:48,293501";"1";"1"
"218";"2025-05-06 21:05:48,496166";"No binario";"2025-05-06 21:05:48,496166";"2";"1"
"219";"2025-05-06 21:05:48,725534";"Contaduría Pública";"2025-05-06 21:05:48,725534";"3";"1"
"220";"2025-05-06 21:05:55,332113";"26";"2025-05-06 21:05:55,332113";"1";"1"
"221";"2025-05-06 21:05:55,556707";"Femenino";"2025-05-06 21:05:55,556707";"2";"1"
"222";"2025-05-06 21:05:55,763276";"Ingeniería Industrial";"2025-05-06 21:05:55,763276";"3";"1"
"223";"2025-05-06 21:06:02,244167";"21";"2025-05-06 21:06:02,244167";"1";"1"
"224";"2025-05-06 21:06:02,471140";"Masculino";"2025-05-06 21:06:02,471140";"2";"1"
"225";"2025-05-06 21:06:02,703480";"Diseño Gráfico";"2025-05-06 21:06:02,703480";"3";"1"
"226";"2025-05-06 21:06:09,067714";"26";"2025-05-06 21:06:09,067714";"1";"1"
"227";"2025-05-06 21:06:09,270968";"Masculino";"2025-05-06 21:06:09,270968";"2";"1"
"228";"2025-05-06 21:06:09,537270";"Ingeniería Electrónica";"2025-05-06 21:06:09,537270";"3";"1"
"229";"2025-05-06 21:06:16,125635";"19";"2025-05-06 21:06:16,125635";"1";"1"
"230";"2025-05-06 21:06:16,335896";"Femenino";"2025-05-06 21:06:16,335896";"2";"1"
"231";"2025-05-06 21:06:16,562216";"Psicología";"2025-05-06 21:06:16,562216";"3";"1"
"232";"2025-05-06 21:06:23,051362";"19";"2025-05-06 21:06:23,051362";"1";"1"
"233";"2025-05-06 21:06:23,271402";"Femenino";"2025-05-06 21:06:23,271402";"2";"1"
"234";"2025-05-06 21:06:23,506566";"Diseño Gráfico";"2025-05-06 21:06:23,506566";"3";"1"
"235";"2025-05-06 21:06:30,020222";"21";"2025-05-06 21:06:30,020222";"1";"1"
"236";"2025-05-06 21:06:30,238865";"Masculino";"2025-05-06 21:06:30,238865";"2";"1"
"237";"2025-05-06 21:06:30,459159";"Contaduría Pública";"2025-05-06 21:06:30,459159";"3";"1"
"238";"2025-05-06 21:06:52,176538";"26";"2025-05-06 21:06:52,176538";"1";"1"
"239";"2025-05-06 21:06:52,384353";"Femenino";"2025-05-06 21:06:52,384353";"2";"1"
"240";"2025-05-06 21:06:52,584058";"Ingeniería Industrial";"2025-05-06 21:06:52,584058";"3";"1"
"241";"2025-05-06 21:06:55,959144";"20";"2025-05-06 21:06:55,959144";"1";"1"
"242";"2025-05-06 21:06:56,163617";"Masculino";"2025-05-06 21:06:56,163617";"2";"1"
"243";"2025-05-06 21:06:56,378257";"Medicina";"2025-05-06 21:06:56,378257";"3";"1"
"244";"2025-05-06 21:06:59,725680";"21";"2025-05-06 21:06:59,725680";"1";"1"
"245";"2025-05-06 21:06:59,930300";"Femenino";"2025-05-06 21:06:59,930300";"2";"1"
"246";"2025-05-06 21:07:00,135576";"Medicina";"2025-05-06 21:07:00,135576";"3";"1"
"247";"2025-05-06 21:07:03,463380";"26";"2025-05-06 21:07:03,463380";"1";"1"
"248";"2025-05-06 21:07:03,675247";"Masculino";"2025-05-06 21:07:03,675247";"2";"1"
"249";"2025-05-06 21:07:03,881543";"Contaduría Pública";"2025-05-06 21:07:03,881543";"3";"1"
"250";"2025-05-06 21:07:07,215172";"26";"2025-05-06 21:07:07,215172";"1";"1"
"251";"2025-05-06 21:07:07,420625";"Masculino";"2025-05-06 21:07:07,420625";"2";"1"
"252";"2025-05-06 21:07:07,633208";"Ingeniería de Sistemas";"2025-05-06 21:07:07,633208";"3";"1"
"253";"2025-05-06 21:07:49,476904";"25";"2025-05-06 21:07:49,476904";"1";"1"
"254";"2025-05-06 21:07:49,683471";"Masculino";"2025-05-06 21:07:49,683471";"2";"1"
"255";"2025-05-06 21:07:49,886678";"Diseño Gráfico";"2025-05-06 21:07:49,886678";"3";"1"
"256";"2025-05-06 21:07:51,801606";"18";"2025-05-06 21:07:51,801606";"1";"1"
"257";"2025-05-06 21:07:52,002596";"Femenino";"2025-05-06 21:07:52,002596";"2";"1"
"258";"2025-05-06 21:07:52,207743";"Diseño Gráfico";"2025-05-06 21:07:52,207743";"3";"1"
"259";"2025-05-06 21:07:54,125535";"19";"2025-05-06 21:07:54,125535";"1";"1"
"260";"2025-05-06 21:07:54,330419";"Masculino";"2025-05-06 21:07:54,330419";"2";"1"
"261";"2025-05-06 21:07:54,537892";"Derecho";"2025-05-06 21:07:54,537892";"3";"1"
"262";"2025-05-06 21:07:56,472120";"26";"2025-05-06 21:07:56,472120";"1";"1"
"263";"2025-05-06 21:07:56,676672";"Masculino";"2025-05-06 21:07:56,676672";"2";"1"
"264";"2025-05-06 21:07:56,879915";"Derecho";"2025-05-06 21:07:56,879915";"3";"1"
"265";"2025-05-06 21:07:58,795232";"21";"2025-05-06 21:07:58,795232";"1";"1"
"266";"2025-05-06 21:07:58,996339";"Femenino";"2025-05-06 21:07:58,996339";"2";"1"
"267";"2025-05-06 21:07:59,196024";"Medicina";"2025-05-06 21:07:59,196024";"3";"1"
"268";"2025-05-06 21:08:01,111672";"18";"2025-05-06 21:08:01,111672";"1";"1"
"269";"2025-05-06 21:08:01,312604";"Femenino";"2025-05-06 21:08:01,312604";"2";"1"
"270";"2025-05-06 21:08:01,521091";"Derecho";"2025-05-06 21:08:01,521091";"3";"1"
"271";"2025-05-06 21:08:03,434948";"22";"2025-05-06 21:08:03,434948";"1";"1"
"272";"2025-05-06 21:08:03,642073";"Femenino";"2025-05-06 21:08:03,642073";"2";"1"
"273";"2025-05-06 21:08:03,847299";"Psicología";"2025-05-06 21:08:03,847988";"3";"1"
"274";"2025-05-06 21:08:05,778926";"18";"2025-05-06 21:08:05,778926";"1";"1"
"275";"2025-05-06 21:08:05,979356";"Masculino";"2025-05-06 21:08:05,979356";"2";"1"
"276";"2025-05-06 21:08:06,180138";"Contaduría Pública";"2025-05-06 21:08:06,180138";"3";"1"
"277";"2025-05-06 21:08:21,896128";"20";"2025-05-06 21:08:21,896128";"1";"1"
